Reg_Metropolitana;Sub_Região;Linha;Operadora;Fantasia;Situacao;Tarifa;Inicio_Situacao;Denominacao_A;Denominacao_B;Via;Servico;Modo;ExtensaoAB;ExtensaoBA;Tipo_Veiculo;Frota_Excl_Du;Frota_Tot_Du;Frota_Excl_SA;Frota_Tot_SA;Frota_Excl_DF;Frota_Tot_DF;Viagem_DU_Ida;Viagem_DU_Volta;Viagem_SA_Ida;Viagem_SA_Volta;Viagem_DO_Ida;Viagem_DO_Volta;Tempo_Ciclo;Tempo_Ciclo_ida;Tempo_Ciclo_volta
RMSP;ÁREA 4             ;416;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";26/01/2020;POA (JARDIM MEDINA);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);;COMUM               ;RADIAL;"28,659";"26,973";ÔNIBUS URBANO;7;7;3;3;2;2;38;37;18;18;13;13;180;85;85
RMSP;ÁREA 4             ;460;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,85";17/08/2020;FERRAZ DE VASCONCELOS (VILA SAO PAULO);SAO PAULO ( ESTACAO CPTM GUAIANAZES);;COMUM               ;RADIAL;"11,304";"10,672";ÔNIBUS URBANO;4;4;3;3;2;2;25;23;23;23;16;16;70;30;30
RMSP;ÁREA 4             ;480;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";01/02/2020;ARUJA (PARQUE RODRIGO BARRETO);POA (ESTACAO CPTM POA);;COMUM               ;RADIAL;"21,51";"21,658";ÔNIBUS URBANO;8;8;3;3;3;3;40;42;20;20;8;8;155;70;75
RMSP;ÁREA 4             ;481;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";15/02/2020;POA (TERMINAL RODOVIARIO JARDIM SAO JOSE);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);POA (JARDIM NOVA POA);COMUM               ;RADIAL;"26,542";"26,605";ÔNIBUS URBANO;6;6;3;3;2;2;32;32;18;18;13;13;180;85;85
RMSP;ÁREA 4             ;526;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;GUARAREMA (CHACARA GUANABARA);MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);;COMUM               ;RADIAL;"41,966";"37,028";ÔNIBUS URBANO;1;1;1;1;1;1;6;5;4;4;1;1;175;75;90
RMSP;ÁREA 4             ;549;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;ARUJA (MIRANTE);SAO PAULO (SAO MIGUEL PAULISTA);;COMUM               ;CIRCULAR;"57,004";0;ÔNIBUS URBANO;8;8;7;7;4;4;35;0;29;0;22;0;195;190;0
RMSP;ÁREA 4             ;589;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;POA (TERMINAL RODOVIARIO JARDIM SAO JOSE);SAO PAULO (PENHA);;COMUM               ;CIRCULAR;"74,045";0;ÔNIBUS URBANO;9;9;3;3;2;2;30;0;11;0;8;0;270;265;0
RMSP;ÁREA 4             ;800;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"16,6";26/01/2020;MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO);;SELETIVO            ;RADIAL;"51,334";"53,256";ÔNIBUS RODOVIÁRIO;1;2;1;1;1;1;6;6;5;5;4;4;120;55;55
RMSP;ÁREA 4             ;826;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,25";26/01/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);GUARULHOS (CENTRO);TERMINAL METROPOLITANO CECAP;COMUM               ;RADIAL;"31,124";"32,628";ONIBUS URB.PORTA ESQUERDA;20;20;8;8;5;5;67;67;36;36;25;25;200;100;90
RMSP;ÁREA 4             ;836;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,1";01/03/2020;SUZANO (JARDIM BOA VISTA);ITAQUAQUECETUBA ( ESTACAO CPTM ARACARE);;COMUM               ;RADIAL;"4,884";"4,99";ÔNIBUS URBANO;2;2;1;1;0;0;37;37;23;23;0;0;50;20;20
RMSP;ÁREA 4             ;843;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,1";23/03/2020;POA (JARDIM NOVA POA);SUZANO (ESTACAO CPTM SUZANO);SUZANO (JARDIM QUARESMEIRA II);COMUM               ;CIRCULAR;"15,806";0;ÔNIBUS URBANO;2;2;1;1;1;1;17;0;11;0;8;0;65;60;0
RMSP;ÁREA 5             ;004;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";04/05/2020;SAO BERNARDO DO CAMPO (PARQUE ALVARENGA);SAO PAULO (TERMINAL SACOMA);SAO BERNARDO DO CAMPO (JARDIM LAURA);COMUM               ;RADIAL;"27,777";"29,582";ÔNIBUS URBANO;12;12;6;6;5;5;60;63;36;36;37;37;180;85;85
RMSP;ÁREA 5             ;006;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"6,2";02/02/2020;SAO BERNARDO DO CAMPO (JARDIM NAZARETH);SAO PAULO (TERMINAL SACOMA);SAO BERNARDO DO CAMPO (PAULICEIA);COMUM               ;RADIAL;"20,185";"19,065";ÔNIBUS URBANO;7;7;4;4;2;2;51;51;32;32;19;19;140;65;65
RMSP;ÁREA 5             ;008;TUCURUVI TRANSPORTES E TURISMO LTDA.;TUCURUVI;EM OPERACAO;"5,2";26/01/2020;SAO CAETANO DO SUL (NOVA GERTI);SAO PAULO (TERMINAL SACOMA);;COMUM               ;RADIAL;"10,075";"10,112";MINIÔNIBUS;7;7;5;5;4;4;58;58;52;52;37;37;100;45;45
RMSP;ÁREA 5             ;027;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"9,74";"10,305";MIDIÔNIBUS;4;4;2;2;1;1;30;30;22;21;11;10;70;30;30
RMSP;ÁREA 5             ;027;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"9,74";"10,305";MINIÔNIBUS;1;1;1;1;1;1;5;6;11;11;14;13;70;30;30
RMSP;ÁREA 5             ;027EX1;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (HOSPITAL MARIO COVAS);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"13,55";"13,735";MIDIÔNIBUS;2;2;1;1;1;1;10;10;1;1;3;3;105;47;48
RMSP;ÁREA 5             ;027EX1;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (HOSPITAL MARIO COVAS);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"13,55";"13,735";MINIÔNIBUS;0;1;0;1;0;0;2;2;2;2;0;0;105;47;48
RMSP;ÁREA 5             ;040;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"7,4";19/03/2020;SANTO ANDRE (PARANAPIACABA);SANTO ANDRE (TERMINAL URBANO DE PREFEITO SALADINO);RIO GRANDE DA SERRA;COMUM               ;RADIAL;"38,814";"39,175";MINIÔNIBUS;5;5;3;3;2;2;25;25;16;16;12;12;190;90;90
RMSP;ÁREA 5             ;040EX1;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"6,2";19/03/2020;SANTO ANDRE (PARQUE ANDREENSE);SANTO ANDRE (TERMINAL URBANO DE PREFEITO SALADINO);RIBEIRAO PIRES E MAUA;COMUM               ;RADIAL;"28,36";"27,558";MIDIÔNIBUS;1;1;0;0;0;0;4;4;0;0;0;0;140;65;65
RMSP;ÁREA 5             ;041;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"3,7";26/01/2020;RIO GRANDE DA SERRA (CENTRO);RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);;COMUM               ;RADIAL;"7,984";"10,262";ÔNIBUS URBANO;2;2;2;2;1;1;26;25;26;25;16;17;60;25;25
RMSP;ÁREA 5             ;043;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,85";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SANTO ANDRE (CATA PRETA);SANTO ANDRE (TERMINAL URBANO PREFEITO SALADINO);COMUM               ;RADIAL;"26,306";"22,373";ÔNIBUS URBANO;10;10;7;7;5;5;32;30;33;33;24;25;165;80;75
RMSP;ÁREA 5             ;043BI1;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,85";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SANTO ANDRE (REPRESA);SANTO ANDRE (TERMINAL URBANO PREFEITO SALADINO);COMUM               ;RADIAL;"31,034";"26,666";ÔNIBUS URBANO;0;10;0;0;0;0;8;11;0;0;0;0;195;100;85
RMSP;ÁREA 5             ;044;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"3,7";22/05/2020;SAO PAULO (JARDIM CASTELO);DIADEMA (CENTRO);;COMUM               ;CIRCULAR;"9,122";0;ONIBUS URB.PORTA ESQUERDA;1;1;1;1;1;1;10;0;10;0;10;0;35;30;0
RMSP;ÁREA 5             ;047;TUCURUVI TRANSPORTES E TURISMO LTDA.;TUCURUVI;EM OPERACAO;"4,8";26/01/2020;SANTO ANDRE (VILA PALMARES);SAO PAULO (TAMANDUATEI);SAO CAETANO DO SUL (CENTRO);COMUM               ;RADIAL;"9,71";"11,69";MINIÔNIBUS;6;6;4;4;3;3;55;55;47;47;32;32;90;40;40
RMSP;ÁREA 5             ;050;AUTO VIAÇÃO TRIÂNGULO LTDA;TRIÂNGULO;EM OPERACAO;"5,7";26/01/2020;SAO BERNARDO DO CAMPO (PACO MUNICIPAL);SAO PAULO (SAUDE);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO)  E DIADEMA (JARDIM CAMPANARIO);COMUM               ;RADIAL;"20,68";"21,07";MIDIÔNIBUS;2;2;4;4;4;4;12;12;31;31;31;31;115;55;50
RMSP;ÁREA 5             ;050;AUTO VIAÇÃO TRIÂNGULO LTDA;TRIÂNGULO;EM OPERACAO;"5,7";26/01/2020;SAO BERNARDO DO CAMPO (PACO MUNICIPAL);SAO PAULO (SAUDE);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO)  E DIADEMA (JARDIM CAMPANARIO);COMUM               ;RADIAL;"20,68";"21,07";MINIÔNIBUS;4;4;0;0;0;0;24;24;0;0;0;0;115;55;50
RMSP;ÁREA 5             ;050EX1;AUTO VIAÇÃO TRIÂNGULO LTDA;TRIÂNGULO;EM OPERACAO;"5,7";26/01/2020;SAO BERNARDO DO CAMPO (PACO MUNICIPAL);SAO PAULO (CAMPO BELO);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO) E DIADEMA (AVENIDA AGUA FUNDA);COMUM               ;RADIAL;"24,876";"24,61";MIDIÔNIBUS;2;2;2;2;0;0;12;12;12;12;0;0;130;60;60
RMSP;ÁREA 5             ;051;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";04/05/2020;DIADEMA (VILA SAO JOSE);SAO PAULO (SAUDE);SAO BERNARDO DO CAMPO (PAULICEIA);COMUM               ;RADIAL;"15,448";"15,735";ÔNIBUS URBANO;10;10;4;4;3;3;76;76;38;38;31;31;120;55;55
RMSP;ÁREA 5             ;063;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"7,6";16/03/2020;RIBEIRAO PIRES (OURO FINO PAULISTA);SAO PAULO (TERMINAL SACOMA);RIBEIRAO PIRES (JARDIM SANTA LUZIA);COMUM               ;RADIAL;"39,48";"39,358";MIDIÔNIBUS;7;7;4;4;3;3;28;28;23;23;18;18;240;115;115
RMSP;ÁREA 5             ;063;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"7,6";16/03/2020;RIBEIRAO PIRES (OURO FINO PAULISTA);SAO PAULO (TERMINAL SACOMA);RIBEIRAO PIRES (JARDIM SANTA LUZIA);COMUM               ;RADIAL;"39,48";"39,358";ÔNIBUS URBANO;3;3;0;0;0;0;14;14;0;0;0;0;240;115;115
RMSP;ÁREA 5             ;063EX1;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"7,6";26/01/2020;RIO GRANDE DA SERRA (SANTA TEREZA);SAO PAULO (TERMINAL SACOMA);;COMUM               ;RADIAL;"33,69";"34,528";MIDIÔNIBUS;1;1;0;0;0;0;3;3;0;0;0;0;220;105;105
RMSP;ÁREA 5             ;064;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"6,2";26/01/2020;MAUA (JARDIM GUAPITUBA);SAO CAETANO DO SUL (BAIRRO SANTO ANTONIO);MAUA (JARDIM SAO JORGE DE GUAPITUBA);COMUM               ;RADIAL;"23,19";"24,991";ÔNIBUS URBANO;12;12;6;6;3;3;56;56;33;33;21;21;180;85;85
RMSP;ÁREA 5             ;066;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"7,45";26/01/2020;SANTO ANDRE (JARDIM LAS VEGAS);SAO PAULO (TERMINAL SACOMA);SANTO ANDRE (JARDIM ALVORADA);COMUM               ;CIRCULAR;"52,15";0;MIDIÔNIBUS;1;1;0;0;0;0;6;0;0;0;0;0;170;160;0
RMSP;ÁREA 5             ;066;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"7,45";26/01/2020;SANTO ANDRE (JARDIM LAS VEGAS);SAO PAULO (TERMINAL SACOMA);SANTO ANDRE (JARDIM ALVORADA);COMUM               ;CIRCULAR;"52,15";0;MINIÔNIBUS;3;3;3;3;0;0;18;0;18;0;0;0;170;160;0
RMSP;ÁREA 5             ;069;VIAÇÃO SÃO CAMILO LTDA;SÃO CAMILO;EM OPERACAO;"3,7";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (FABRICA TROL);SAO BERNARDO DO CAMPO (RUDGE RAMOS);COMUM               ;RADIAL;"9,353";"9,133";ÔNIBUS URBANO;12;12;6;6;3;3;102;100;66;64;46;43;120;55;55
RMSP;ÁREA 5             ;070;VIAÇÃO SÃO CAMILO LTDA;SÃO CAMILO;EM OPERACAO;"4,8";04/05/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (FABRICA TROL);SBC (RUDGE RAMOS);COMUM               ;RADIAL;"13,908";"14,353";MIDIÔNIBUS;4;4;2;2;1;1;36;34;22;22;12;11;120;55;55
RMSP;ÁREA 5             ;087;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"5,2";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (METRO ITAQUERA);;COMUM               ;RADIAL;"22,33";"22,168";MIDIÔNIBUS;3;3;5;5;3;3;17;18;29;30;22;22;140;60;70
RMSP;ÁREA 5             ;087;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"5,2";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (METRO ITAQUERA);;COMUM               ;RADIAL;"22,33";"22,168";MINIÔNIBUS;3;3;0;0;0;0;15;17;0;0;0;0;140;60;70
RMSP;ÁREA 5             ;101;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (VILA PROSPERIDADE);SAO PAULO (VILA DAS OLARIAS);SAO CAETANO DO SUL (AVENIDA GOIAS) E SAO PAULO (VILA CALIFORNIA);COMUM               ;CIRCULAR HORÁRIO/ANTI-HORÁRIO;"11,617";"12,422";MIDIÔNIBUS;7;7;5;5;2;2;46;50;48;41;18;18;50;45;45
RMSP;ÁREA 5             ;102;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (BAIRRO FUNDACAO);SAO PAULO (IV CENTENARIO);;COMUM               ;RADIAL;"16,088";"15,684";ÔNIBUS URBANO;7;7;5;5;3;3;57;57;36;38;27;27;130;60;60
RMSP;ÁREA 5             ;107;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (JARDIM ESTHER);SAO PAULO (PARQUE SAO RAFAEL);COMUM               ;RADIAL;"11,452";"11,407";ÔNIBUS URBANO;15;15;6;6;5;5;118;112;84;84;74;74;90;40;40
RMSP;ÁREA 5             ;112;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"5,7";01/02/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (SANTO AMARO);DIADEMA (JARDIM DOS NAVEGANTES);COMUM               ;RADIAL;"22,414";"22,818";ÔNIBUS URBANO;6;6;3;3;2;2;38;38;22;22;18;18;190;85;95
RMSP;ÁREA 5             ;117;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"4,8";26/01/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SANTO ANDRE (ELCLOR);RIO GRANDE DA SERRA (VILA LOPES);COMUM               ;RADIAL;"10,093";"12,93";ÔNIBUS URBANO;1;1;1;1;1;1;17;16;17;16;16;16;70;30;30
RMSP;ÁREA 5             ;123;TUCURUVI TRANSPORTES E TURISMO LTDA.;TUCURUVI;EM OPERACAO;"5,2";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SAO PAULO (TERMINAL SACOMA);SAO PAULO (SAO JOAO CLIMACO);COMUM               ;RADIAL;"12,44";"9,888";MINIÔNIBUS;5;5;4;4;3;3;49;49;46;46;33;33;90;40;40
RMSP;ÁREA 5             ;140;VIAÇÃO SÃO CAMILO LTDA;SÃO CAMILO;EM OPERACAO;"4,8";04/05/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SANTO ANDRE (TERMINAL URBANO PREFEITO SALADINO);COMUM               ;RADIAL;"11,989";"14,379";MIDIÔNIBUS;7;7;4;4;2;2;64;65;46;47;26;27;100;45;45
RMSP;ÁREA 5             ;147;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"6,2";29/02/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SAO BERNARDO DO CAMPO (JARDIM JOAO DE BARRO);SAO BERNARDO DO CAMPO (PAULICEIA);COMUM               ;RADIAL;"26,833";"26,584";ONIBUS URB.PORTA ESQUERDA;13;13;11;11;9;9;43;44;37;36;34;34;210;100;100
RMSP;ÁREA 5             ;148;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SAO BERNARDO DO CAMPO (JARDIM LEBLON);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO);COMUM               ;RADIAL;"17,174";"16,822";ÔNIBUS URBANO;18;18;9;9;6;6;99;99;55;55;41;41;150;70;70
RMSP;ÁREA 5             ;148EX1;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,8";26/01/2020;SAO BERNARDO DO CAMPO (UFABC);SAO BERNARDO DO CAMPO (AVENIDA KENNEDY);;ESPECIAL            ;CIRCULAR;"1,78";0;ÔNIBUS URBANO;1;1;0;0;0;0;30;0;0;0;0;0;15;10;0
RMSP;ÁREA 5             ;149;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO DOUTOR NICOLAU DELIC);SAO BERNARDO DO CAMPO (VILA SAO JOSE);SAO BERNARDO DO CAMPO (CAMINHO DO MAR);COMUM               ;RADIAL;"19,95";"19,15";ÔNIBUS URBANO;10;10;7;7;7;7;56;54;36;36;36;36;170;80;80
RMSP;ÁREA 5             ;151;EMPRESA URBANA SANTO ANDRÉ LTDA;URBANA;EM OPERACAO;"4,8";04/09/2020;SANTO ANDRE (JARDIM CAMBUI);SAO PAULO (FABRICA TROL);SAO BERNARDO DO CAMPO (RUDGE RAMOS);COMUM               ;RADIAL;"15,199";"15,661";ÔNIBUS URBANO;8;8;5;5;3;3;59;57;44;42;30;30;145;70;70
RMSP;ÁREA 5             ;152;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";04/05/2020;SAO BERNARDO DO CAMPO (AREA VERDE);SAO PAULO (TERMINAL SACOMA);RODOVIA ANCHIETA;COMUM               ;RADIAL;"21,553";"20,975";MIDIÔNIBUS;1;1;0;0;0;0;3;4;0;0;0;0;150;70;70
RMSP;ÁREA 5             ;152;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";04/05/2020;SAO BERNARDO DO CAMPO (AREA VERDE);SAO PAULO (TERMINAL SACOMA);RODOVIA ANCHIETA;COMUM               ;RADIAL;"21,553";"20,975";ÔNIBUS URBANO;12;12;6;6;5;5;70;72;48;48;40;40;150;70;70
RMSP;ÁREA 5             ;153;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";26/01/2020;SAO BERNARDO DO CAMPO (CONJUNTO TERRA NOVA II);SAO PAULO (TERMINAL SACOMA);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO);COMUM               ;RADIAL;"20,155";"22,4";MIDIÔNIBUS;12;12;6;6;5;5;67;67;42;42;31;31;130;60;60
RMSP;ÁREA 5             ;153;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";26/01/2020;SAO BERNARDO DO CAMPO (CONJUNTO TERRA NOVA II);SAO PAULO (TERMINAL SACOMA);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO);COMUM               ;RADIAL;"20,155";"22,4";ÔNIBUS URBANO;3;3;0;0;0;0;14;14;0;0;0;0;130;60;60
RMSP;ÁREA 5             ;154;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"6,8";26/01/2020;SAO BERNARDO DO CAMPO (JARDIM NAZARETH);SAO PAULO (TERMINAL SACOMA);SAO BERNARDO DO CAMPO (RUDGE RAMOS);COMUM               ;RADIAL;"23,777";"26,669";ÔNIBUS URBANO;6;6;2;2;0;0;38;38;16;16;0;0;150;70;70
RMSP;ÁREA 5             ;156;EMPRESA EXPRESSO SÃO BERNARDO DO CAMPO LTDA;EXPRESSO SBC;EM OPERACAO;"4,8";08/02/2020;DIADEMA (ELDORADO);SAO BERNARDO DO CAMPO (BAETA NEVES);SAO BERNARDO DO CAMPO (PACO MUNICIPAL);COMUM               ;RADIAL;"17,773";"15,853";ONIBUS URB.PORTA ESQUERDA;5;5;4;4;1;1;28;26;25;23;5;5;150;80;60
RMSP;ÁREA 5             ;156BI1;EMPRESA EXPRESSO SÃO BERNARDO DO CAMPO LTDA;EXPRESSO SBC;EM OPERACAO;"4,8";08/02/2020;DIADEMA (ELDORADO);SAO BERNARDO DO CAMPO (BAETA NEVES);SAO BERNARDO DO CAMPO (SONDA SUPERMERCADO);COMUM               ;CIRCULAR;"37,144";0;ONIBUS URB.PORTA ESQUERDA;0;2;1;1;0;0;2;0;2;0;0;0;140;135;0
RMSP;ÁREA 5             ;156VP1;EMPRESA EXPRESSO SÃO BERNARDO DO CAMPO LTDA;EXPRESSO SBC;EM OPERACAO;"4,8";08/02/2020;DIADEMA (ELDORADO);SAO BERNARDO DO CAMPO (PACO MUNICIPAL);;COMUM               ;CIRCULAR;"26,456";0;ONIBUS URB.PORTA ESQUERDA;0;1;0;0;0;0;2;0;0;0;0;0;95;90;0
RMSP;ÁREA 5             ;157;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;MAUA (SILVIA MARIA);SANTO ANDRE (TERMINAL URBANO DE PREFEITO SALADINO);TERMINAL METROPOLITANO DE SANTO ANDRE-LESTE;COMUM               ;RADIAL;"11,474";"12,706";MIDIÔNIBUS;4;4;3;3;2;2;43;43;32;32;24;24;90;40;40
RMSP;ÁREA 5             ;158;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"7,45";04/05/2020;MAUA (JARDIM ZAIRA);SAO PAULO (TERMINAL SACOMA);;COMUM               ;RADIAL;"28,042";"27,44";ÔNIBUS URBANO;7;7;5;5;4;4;31;31;27;27;23;23;200;95;95
RMSP;ÁREA 5             ;158BI1;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"6,2";04/05/2020;MAUA (JARDIM ZAIRA);SAO CAETANO DO SUL (BAIRRO SANTO ANTONIO);;COMUM               ;RADIAL;"24,41";"24,286";ÔNIBUS URBANO;7;7;4;4;0;0;13;13;13;13;0;0;160;75;75
RMSP;ÁREA 5             ;160;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"7,45";26/01/2020;MAUA (JARDIM ADELINA);SAO PAULO (TERMINAL SACOMA);MAUA (ITAPARK);COMUM               ;RADIAL;"33,155";"33,003";ÔNIBUS URBANO;7;7;4;4;4;4;32;32;22;22;22;22;250;120;120
RMSP;ÁREA 5             ;160EX1;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"6,75";26/01/2020;MAUA  (JARDIM ITAPEVA);SAO CAETANO DO SUL (BAIRRO SANTO ANTONIO);MAUA (ITAPARK);COMUM               ;RADIAL;"29,653";"30,649";ÔNIBUS URBANO;4;4;3;3;0;0;19;19;18;18;0;0;200;95;95
RMSP;ÁREA 5             ;165;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"7,4";19/03/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO DE SAO BERNARDO DO CAMPO);RIBEIRAO PIRES (JARDIM CACULA);COMUM               ;RADIAL;"35,725";"37,651";ÔNIBUS URBANO;6;6;5;5;4;4;36;36;31;31;27;27;170;80;80
