Reg_Metropolitana;Sub_Região;Linha;Operadora;Fantasia;Situacao;Tarifa;Inicio_Situacao;Denominacao_A;Denominacao_B;Via;Servico;Modo;ExtensaoAB;ExtensaoBA;Tipo_Veiculo;Frota_Excl_Du;Frota_Tot_Du;Frota_Excl_SA;Frota_Tot_SA;Frota_Excl_DF;Frota_Tot_DF;Viagem_DU_Ida;Viagem_DU_Volta;Viagem_SA_Ida;Viagem_SA_Volta;Viagem_DO_Ida;Viagem_DO_Volta;Tempo_Ciclo;Tempo_Ciclo_ida;Tempo_Ciclo_volta
RMSP;ÁREA 6             ;285;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"16,9";"17,5";TROLEBUS ARTICULADO;12;12;10;10;10;10;95;96;82;84;86;88;125;60;55
RMSP;ÁREA 6             ;286;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"9,538";"8,78";ARTICULADO;2;2;0;0;0;0;25;23;0;0;0;0;70;30;30
RMSP;ÁREA 6             ;286;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"9,538";"8,78";PADRON;2;2;0;0;0;0;22;20;0;0;0;0;70;30;30
RMSP;ÁREA 6             ;286;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"9,538";"8,78";TROLEBUS ARTICULADO;9;9;6;6;5;5;110;102;74;72;62;58;70;30;30
RMSP;ÁREA 6             ;286;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"9,538";"8,78";TROLEBUS PADRON;0;0;2;2;0;0;0;0;24;24;0;0;70;30;30
RMSP;ÁREA 6             ;287;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";15/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);DIADEMA (TERMINAL METROPOLITANO DIADEMA);;CORREDOR ABD        ;RADIAL;"14,9";"15,4";ARTICULADO;13;13;8;8;0;0;73;79;64;64;0;0;120;55;55
RMSP;ÁREA 6             ;287;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";15/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);DIADEMA (TERMINAL METROPOLITANO DIADEMA);;CORREDOR ABD        ;RADIAL;"14,9";"15,4";PADRON;19;19;8;8;10;10;122;126;67;65;97;96;120;55;55
RMSP;ÁREA 6             ;287PIR;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";15/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);;CORREDOR ABD        ;RADIAL;"10,3";"9,8";TROLEBUS ARTICULADO;7;7;5;5;0;0;69;72;54;56;0;0;70;30;30
RMSP;ÁREA 6             ;287PIR;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";15/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE OESTE);DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);;CORREDOR ABD        ;RADIAL;"10,3";"9,8";TROLEBUS PADRON;9;9;2;2;0;0;76;77;17;17;0;0;70;30;30
RMSP;ÁREA 6             ;288;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"17,4";"17,1";ARTICULADO;25;25;2;2;0;0;170;176;10;11;0;0;110;50;50
RMSP;ÁREA 6             ;288;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"17,4";"17,1";PADRON;0;0;7;7;4;4;0;0;48;49;22;24;110;50;50
RMSP;ÁREA 6             ;288;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"17,4";"17,1";TROLEBUS ARTICULADO;10;10;13;13;14;14;61;63;99;102;106;105;110;50;50
RMSP;ÁREA 6             ;288PIR;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);;CORREDOR ABD        ;RADIAL;"6,9";"6,6";PADRON;1;1;0;0;0;0;7;7;0;0;0;0;60;25;25
RMSP;ÁREA 6             ;288PIR;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);;CORREDOR ABD        ;RADIAL;"6,9";"6,6";TROLEBUS PADRON;7;7;4;4;0;0;102;102;60;56;0;0;60;25;25
RMSP;ÁREA 6             ;289;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"10,5";"10,4";ARTICULADO;2;2;0;0;0;0;13;14;0;0;0;0;70;32;28
RMSP;ÁREA 6             ;289;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"10,5";"10,4";PADRON;12;12;2;2;0;0;135;140;12;10;0;0;70;32;28
RMSP;ÁREA 6             ;289;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"10,5";"10,4";TROLEBUS ARTICULADO;1;1;1;1;0;0;7;8;12;11;0;0;70;32;28
RMSP;ÁREA 6             ;289;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"10,5";"10,4";TROLEBUS PADRON;2;2;6;6;0;0;18;18;74;72;0;0;70;32;28
RMSP;ÁREA 6             ;290;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"5,2";"5,1";ARTICULADO;1;1;0;0;0;0;21;21;0;0;0;0;30;10;10
RMSP;ÁREA 6             ;290;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"5,2";"5,1";PADRON;3;3;6;6;0;0;59;57;128;128;0;0;30;10;10
RMSP;ÁREA 6             ;290;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"5,2";"5,1";TROLEBUS ARTICULADO;4;4;0;0;4;4;90;90;0;0;88;88;30;10;10
RMSP;ÁREA 6             ;290;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (TERMINAL METROPOLITANO JABAQUARA);;CORREDOR ABD        ;RADIAL;"5,2";"5,1";TROLEBUS PADRON;4;4;0;0;1;1;67;63;0;0;20;20;30;10;10
RMSP;ÁREA 6             ;376;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/09/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (BROOKLIN);AVENIDA ENGENHEIRO LUIS CARLOS BERRINI;CORREDOR ABD        ;RADIAL;"13,92";"14,25";ARTICULADO PORTA ESQUERDA;20;20;6;6;3;3;140;140;53;53;30;30;110;55;50
RMSP;ÁREA 6             ;376;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/09/2020;DIADEMA (TERMINAL METROPOLITANO DIADEMA);SAO PAULO (BROOKLIN);AVENIDA ENGENHEIRO LUIS CARLOS BERRINI;CORREDOR ABD        ;RADIAL;"13,92";"14,25";PADRON PORTA ESQUERDA;1;1;2;2;3;3;8;8;20;20;30;30;115;55;50
RMSP;ÁREA 6             ;487;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;MAUA (TERMINAL METROPOLITANO SONIA MARIA);SANTO ANDRE (SHOPPING ABC);;CORREDOR ABD        ;RADIAL;"8,368";"8,29";TROLEBUS PADRON;5;5;0;0;0;0;50;50;0;0;0;0;76;33;33
